Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Slovenia;SVN;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,1;;;;;24,2;;;;;23,5;;;;;22,7;;;22,3;22,3;22;;;
Sweden;SWE;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43,8;;;;;37,6;;;;;32,3;;;;;27,9;;;24,8;24,8;24;;;
Eswatini;SWZ;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,3;;;;;11,4;;;;;10,5;;;;;9,8;;;9,3;9,3;9,2;;;
Sint Maarten (Dutch part);SXM;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Seychelles;SYC;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,7;;;;;26,2;;;;;24;;;;;22,1;;;20,6;20,6;20,2;;;
Syrian Arab Republic;SYR;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Turks and Caicos Islands;TCA;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chad;TCD;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,9;;;;;12,2;;;;;10,7;;;;;9,4;;;8,5;8,5;8,3;;;
East Asia & Pacific (IDA & IBRD countries);TEA;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29,51666246;;;;;28,97184303;;;;;28,2849375;;;;;27,71246922;;;27,31926211;27,32705653;27,2270398;;;
Europe & Central Asia (IDA & IBRD countries);TEC;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34,63503755;;;;;32,28207852;;;;;30,26647084;;;;;28,43831286;;;27,13528808;27,12669864;26,77160878;;;
Togo;TGO;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,4;;;;;11,9;;;;;9,8;;;;;8,2;;;7,1;7,1;6,8;;;
Thailand;THA;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31,7;;;;;28,8;;;;;26,3;;;;;24,1;;;22,5;22,5;22,1;;;
Tajikistan;TJK;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Turkmenistan;TKM;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;9,9;;;;;8,2;;;;;6,7;;;5,8;5,8;5,5;;;
Latin America & the Caribbean (IDA & IBRD countries);TLA;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24,73357727;;;;;21,11832214;;;;;18,04604492;;;;;15,4998631;;;13,76054141;13,75228893;13,36588837;;;
Timor-Leste;TLS;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53,5;;;;;49,5;;;;;46;;;;;42,5;;;39,8;39,8;39,2;;;
Middle East & North Africa (IDA & IBRD countries);TMN;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23,90127126;;;;;22,4812215;;;;;21,49134655;;;;;20,68744045;;;20,06623678;20,06606457;19,84810495;;;
Tonga;TON;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33,5;;;;;32,8;;;;;32,1;;;;;31,6;;;31,1;31,1;31;;;
South Asia (IDA & IBRD);TSA;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52,67090873;;;;;44,2394871;;;;;37,25841866;;;;;31,72128137;;;27,8522906;27,84628025;27,01693316;;;
Sub-Saharan Africa (IDA & IBRD countries);TSS;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,57549305;;;;;14,9397602;;;;;12,78748404;;;;;11,04731307;;;9,859985465;9,85362182;9,57614661;;;
Trinidad and Tobago;TTO;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tunisia;TUN;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34,3;;;;;31,6;;;;;29;;;;;26,6;;;25;25;24,6;;;
Turkiye;TUR;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32,9;;;;;32,2;;;;;31,7;;;;;31,1;;;30,9;30,9;30,7;;;
Tuvalu;TUV;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48,8;;;;;45,3;;;;;41,8;;;;;38,4;;;36;36;35,6;;;
Tanzania;TZA;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,8;;;;;20,7;;;;;15,5;;;;;11,6;;;9,2;9,2;8,7;;;
Uganda;UGA;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24,7;;;;;18,8;;;;;14,3;;;;;10,9;;;8,9;8,9;8,4;;;
Ukraine;UKR;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37,7;;;;;34,3;;;;;31,1;;;;;28,4;;;26,2;26,2;25,8;;;
Upper middle income;UMC;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,62454239;;;;;26,53779391;;;;;25,44157002;;;;;24,51826288;;;23,89829244;23,88233237;23,72955552;;;
Uruguay;URY;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35,3;;;;;31,2;;;;;27,5;;;;;24,3;;;22;22;21,5;;;
United States;USA;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33,8;;;;;30,6;;;;;28;;;;;25,3;;;23,4;23,4;23;;;
Uzbekistan;UZB;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24,9;;;;;22,7;;;;;20,9;;;;;19,1;;;17,8;17,8;17,6;;;
St. Vincent and the Grenadines;VCT;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Venezuela, RB;VEN;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
British Virgin Islands;VGB;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Virgin Islands (U.S.);VIR;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viet Nam;VNM;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29,8;;;;;28,3;;;;;27;;;;;26;;;25;25;24,8;;;
Vanuatu;VUT;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,6;;;;;23,3;;;;;21,3;;;;;19,4;;;18,2;18,2;17,8;;;
World;WLD;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34,13521297;;;;;30,72867751;;;;;27,7573991;;;;;25,20495738;;;23,40715587;23,37616863;22,95382503;;;
Samoa;WSM;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;;;;;35;;;;;31,4;;;;;28,1;;;25,9;25,9;25,3;;;
Kosovo;XKX;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yemen, Rep.;YEM;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,3;;;;;25,3;;;;;23,4;;;;;21,8;;;20,5;20,5;20,3;;;
South Africa;ZAF;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23,5;;;;;22,5;;;;;21,6;;;;;21;;;20,4;20,4;20,3;;;
Zambia;ZMB;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19,9;;;;;18,1;;;;;16,7;;;;;15,5;;;14,6;14,6;14,4;;;
Zimbabwe;ZWE;Prevalence of current tobacco use (% of adults);SH.PRV.SMOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;;18,1;;;;;15,6;;;;;13,6;;;12,1;12,1;11,7;;;
